Supplementary Data 5. Plasmid metadata,,,,,,,,,,,,,,,,,,,,,
AccessionVersion,SourceDB,MoleculeType,SeqName,Size,Topology,UpdateDate,Title,TaxId,TaxName,TaxSuperkingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpecies,MOB(1),PFinder_80 (2),PFinder_95 (3),Filtered (4),
NC_011991.1,refseq,Plasmid,pAtS4b,130435,circular,18-MAY-2017,"Agrobacterium vitis S4 plasmid pAtS4b, complete sequence",311402,Agrobacterium vitis S4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,MOBQ;MOBQ,-,-,No,
NC_011984.1,refseq,Plasmid,pAtS4c,211620,circular,18-MAY-2017,"Agrobacterium vitis S4 plasmid pAtS4c, complete sequence",311402,Agrobacterium vitis S4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,MOBQ,-,-,No,
NC_011982.1,refseq,Plasmid,pTiS4,258824,circular,18-MAY-2017,"Agrobacterium vitis S4 plasmid pTiS4, complete sequence",311402,Agrobacterium vitis S4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,MOBP;MOBQ,-,-,No,
NC_011981.1,refseq,Plasmid,pAtS4e,631775,circular,18-MAY-2017,"Agrobacterium vitis S4 plasmid pAtS4e, complete sequence",311402,Agrobacterium vitis S4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,MOBQ,-,-,No,
NC_011986.1,refseq,Plasmid,pAtS4a,78730,circular,18-MAY-2017,"Agrobacterium vitis S4 plasmid pAtS4a, complete sequence",311402,Agrobacterium vitis S4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,-,-,-,No,
NC_015178.1,refseq,Plasmid,pACMV1,271573,circular,18-MAY-2017,"Acidiphilium multivorum AIU301 plasmid pACMV1 DNA, complete sequence",926570,Acidiphilium multivorum AIU301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,MOBF,-,-,No,
NC_015187.1,refseq,Plasmid,pACMV2,65564,circular,18-MAY-2017,"Acidiphilium multivorum AIU301 plasmid pACMV2 DNA, complete sequence",926570,Acidiphilium multivorum AIU301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,MOBF;MOBQ,-,-,No,
NC_015179.1,refseq,Plasmid,pACMV3,54248,circular,18-MAY-2017,"Acidiphilium multivorum AIU301 plasmid pACMV3 DNA, complete sequence",926570,Acidiphilium multivorum AIU301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,MOBF,-,-,No,
NC_015188.1,refseq,Plasmid,pACMV4,40588,circular,18-MAY-2017,"Acidiphilium multivorum AIU301 plasmid pACMV4 DNA, complete sequence",926570,Acidiphilium multivorum AIU301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,MOBQ,-,-,No,
NC_015180.1,refseq,Plasmid,pACMV5,14328,circular,18-MAY-2017,"Acidiphilium multivorum AIU301 plasmid pACMV5 DNA, complete sequence",926570,Acidiphilium multivorum AIU301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,MOBP,-,-,No,
NC_015181.1,refseq,Plasmid,pACMV6,12125,circular,18-MAY-2017,"Acidiphilium multivorum AIU301 plasmid pACMV6 DNA, complete sequence",926570,Acidiphilium multivorum AIU301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,MOBQ,-,-,No,
NC_015189.1,refseq,Plasmid,pACMV7,5178,circular,18-MAY-2017,"Acidiphilium multivorum AIU301 plasmid pACMV7 DNA, complete sequence",926570,Acidiphilium multivorum AIU301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,MOBQ,-,-,No,
NC_015182.1,refseq,Plasmid,pACMV8,1729,circular,18-MAY-2017,"Acidiphilium multivorum AIU301 plasmid pACMV8 DNA, complete sequence",926570,Acidiphilium multivorum AIU301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,-,-,-,No,
NZ_CP018771.2,refseq,Plasmid,unnamed1,19788,circular,18-MAY-2017,"Escherichia coli strain 2016C-3936C1 plasmid unnamed1, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,IncB/O/K/Z,IncB/O/K/Z,No,
NZ_CP018772.1,refseq,Plasmid,unnamed2,55104,linear,18-MAY-2017,Escherichia coli strain 2016C-3936C1 plasmid unnamed2 sequence,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBP,-,-,No,
NZ_CP018773.2,refseq,Plasmid,pMCR-1-CT,33304,circular,18-MAY-2017,"Escherichia coli strain 2016C-3936C1 plasmid pMCR-1-CT, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBP,IncX4,IncX4,No,
NZ_CP018774.2,refseq,Plasmid,unnamed4,95441,linear,18-MAY-2017,Escherichia coli strain 2016C-3936C1 plasmid unnamed4 sequence,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBP,IncI1,IncI1,No,
NZ_CP018775.2,refseq,Plasmid,unnamed5,174847,linear,18-MAY-2017,Escherichia coli strain 2016C-3936C1 plasmid unnamed5 sequence,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBF,IncFIB(AP001918);IncFIC(FII),IncFIB(AP001918);IncFIC(FII),No,
NC_008765.1,refseq,Plasmid,pAOVO01,72689,circular,18-MAY-2017,"Acidovorax sp. JS42 plasmid pAOVO01, complete sequence",232721,Acidovorax sp. JS42,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JS42,MOBF,-,-,No,
NC_008766.1,refseq,Plasmid,pAOVO02,63609,circular,18-MAY-2017,"Acidovorax sp. JS42 plasmid pAOVO02, complete sequence",232721,Acidovorax sp. JS42,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JS42,MOBP,IncP1,-,No,
NC_014641.1,refseq,Plasmid,pA81,98156,circular,18-MAY-2017,"Achromobacter xylosoxidans A8 plasmid pA81, complete sequence",762376,Achromobacter xylosoxidans A8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,MOBP,IncP1,-,No,
NC_014642.1,refseq,Plasmid,pA82,247895,circular,18-MAY-2017,"Achromobacter xylosoxidans A8 plasmid pA82, complete sequence",762376,Achromobacter xylosoxidans A8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,-,-,-,No,
NC_017848.1,refseq,Plasmid,pABTJ1,77528,circular,18-MAY-2017,"Acinetobacter baumannii MDR-TJ plasmid pABTJ1, complete sequence",889738,Acinetobacter baumannii MDR-TJ,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,MOBF,-,-,No,
NC_020524.1,refseq,Plasmid,pABTJ2,110967,circular,18-MAY-2017,"Acinetobacter baumannii MDR-TJ plasmid pABTJ2, complete sequence",889738,Acinetobacter baumannii MDR-TJ,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,-,-,-,No,
NC_015664.1,refseq,Plasmid,pFSYMDG01,12355,circular,18-MAY-2017,"Frankia symbiont of Datisca glomerata plasmid pFSYMDG01, complete sequence",656024,Frankia symbiont of Datisca glomerata,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia symbiont of Datisca glomerata,-,-,-,No,
NC_015657.1,refseq,Plasmid,pFSYMDG02,5448,circular,18-MAY-2017,"Frankia symbiont of Datisca glomerata plasmid pFSYMDG02, complete sequence",656024,Frankia symbiont of Datisca glomerata,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia symbiont of Datisca glomerata,-,-,-,No,
NC_015498.1,refseq,Plasmid,pGLAAG01,341282,circular,18-MAY-2017,"Glaciecola sp. 4H-3-7+YE-5 plasmid pGLAAG01, complete sequence",983545,Glaciecola sp. 4H-3-7+YE-5,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola sp. 4H-3-7+YE-5,-,-,-,No,
NC_016907.1,refseq,Plasmid,p174,174494,circular,18-MAY-2017,"Gordonia polyisoprenivorans VH2 plasmid p174, complete sequence",1112204,Gordonia polyisoprenivorans VH2,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia polyisoprenivorans,-,-,-,No,
NC_013442.1,refseq,Plasmid,pGBRO01,81410,circular,18-MAY-2017,"Gordonia bronchialis DSM 43247 plasmid pGBRO01, complete sequence",526226,Gordonia bronchialis DSM 43247,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia bronchialis,MOBF,-,-,No,
NC_019017.1,refseq,Plasmid,pFLIM01,151932,circular,18-MAY-2017,Fibrisoma limi BUZ 3 plasmid pFLIM01 complete sequence,1185876,Fibrisoma limi BUZ 3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrisoma,Fibrisoma limi,MOBP,-,-,No,
NC_019015.1,refseq,Plasmid,pFLIM02,14391,circular,18-MAY-2017,Fibrisoma limi BUZ 3 plasmid pFLIM02 complete sequence,1185876,Fibrisoma limi BUZ 3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrisoma,Fibrisoma limi,MOBQ,-,-,No,
NC_019016.1,refseq,Plasmid,pFLIM03,8321,circular,18-MAY-2017,Fibrisoma limi BUZ 3 plasmid pFLIM03 complete sequence,1185876,Fibrisoma limi BUZ 3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrisoma,Fibrisoma limi,MOBB,-,-,No,
NC_019012.1,refseq,Plasmid,pFAES01,161819,circular,18-MAY-2017,"Fibrella aestuarina BUZ 2 pFAES01 plasmid, complete sequence",1166018,Fibrella aestuarina BUZ 2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrella,Fibrella aestuarina,MOBP,-,-,No,
NC_016626.1,refseq,Plasmid,byi_1p,1951047,circular,18-MAY-2017,"Burkholderia sp. YI23 plasmid byi_1p, complete sequence",1097668,Burkholderia sp. YI23,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. YI23,MOBF,-,-,No,
NC_016591.1,refseq,Plasmid,byi_2p,356263,circular,18-MAY-2017,"Burkholderia sp. YI23 plasmid byi_2p, complete sequence",1097668,Burkholderia sp. YI23,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. YI23,-,-,-,No,
NC_016592.1,refseq,Plasmid,byi_3p,115232,circular,18-MAY-2017,"Burkholderia sp. YI23 plasmid byi_3p, complete sequence",1097668,Burkholderia sp. YI23,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. YI23,MOBF,-,-,No,
NC_013193.1,refseq,Plasmid,pAph01,167595,circular,18-MAY-2017,"Candidatus Accumulibacter phosphatis clade IIA str. UW-1 plasmid pAph01, complete sequence",522306,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,Bacteria,Proteobacteria,Betaproteobacteria,-,-,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis,MOBP,-,-,No,
NC_013190.1,refseq,Plasmid,pAph02,42325,circular,18-MAY-2017,"Candidatus Accumulibacter phosphatis clade IIA str. UW-1 plasmid pAph02, complete sequence",522306,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,Bacteria,Proteobacteria,Betaproteobacteria,-,-,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis,-,-,-,No,
NC_013191.1,refseq,Plasmid,pAph03,37695,circular,18-MAY-2017,"Candidatus Accumulibacter phosphatis clade IIA str. UW-1 plasmid pAph03, complete sequence",522306,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,Bacteria,Proteobacteria,Betaproteobacteria,-,-,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis,-,-,-,No,
NC_008242.1,refseq,Plasmid,1,343931,circular,18-MAY-2017,"Chelativorans sp. BNC1 plasmid 1, complete sequence",266779,Chelativorans sp. BNC1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,Chelativorans sp. BNC1,MOBP;MOBQ;MOBQ,-,-,No,
NC_008243.1,refseq,Plasmid,2,131247,circular,18-MAY-2017,"Chelativorans sp. BNC1 plasmid 2, complete sequence",266779,Chelativorans sp. BNC1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,Chelativorans sp. BNC1,-,-,-,No,
NC_008244.1,refseq,Plasmid,3,47561,circular,18-MAY-2017,"Chelativorans sp. BNC1 plasmid 3, complete sequence",266779,Chelativorans sp. BNC1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,Chelativorans sp. BNC1,-,-,-,No,
NC_019727.1,refseq,Plasmid,pCAL6303.01,80757,circular,18-MAY-2017,"Calothrix sp. PCC 6303 plasmid pCAL6303.01, complete sequence",1170562,Calothrix sp. PCC 6303,Bacteria,Cyanobacteria,-,Nostocales,Rivulariaceae,Calothrix,Calothrix parietina,MOBP,-,-,No,
NC_019728.1,refseq,Plasmid,pCAL6303.02,56464,circular,18-MAY-2017,"Calothrix sp. PCC 6303 plasmid pCAL6303.02, complete sequence",1170562,Calothrix sp. PCC 6303,Bacteria,Cyanobacteria,-,Nostocales,Rivulariaceae,Calothrix,Calothrix parietina,MOBP,-,-,No,
NC_019752.1,refseq,Plasmid,pCAL6303.03,55337,circular,18-MAY-2017,"Calothrix sp. PCC 6303 plasmid pCAL6303.03, complete sequence",1170562,Calothrix sp. PCC 6303,Bacteria,Cyanobacteria,-,Nostocales,Rivulariaceae,Calothrix,Calothrix parietina,MOBV,-,-,No,
NC_010335.1,refseq,Plasmid,pCAUL01,233649,circular,18-MAY-2017,"Caulobacter sp. K31 plasmid pCAUL01, complete sequence",366602,Caulobacter sp. K31,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. K31,MOBQ,-,-,No,
NC_010333.1,refseq,Plasmid,pCAUL02,177878,circular,18-MAY-2017,"Caulobacter sp. K31 plasmid pCAUL02, complete sequence",366602,Caulobacter sp. K31,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. K31,MOBQ,-,-,No,
NC_007414.1,refseq,Plasmid,pO157,92077,circular,18-MAY-2017,"Escherichia coli O157:H7 str. EDL933 plasmid pO157, complete sequence",155864,Escherichia coli O157:H7 str. EDL933,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,IncFIB(AP001918);IncFII,IncFIB(AP001918);IncFII,No,
NC_020292.1,refseq,Plasmid,Csp_135p,136188,circular,18-MAY-2017,"Clostridium saccharoperbutylacetonicum N1-4(HMT) plasmid Csp_135p, complete sequence",931276,Clostridium saccharoperbutylacetonicum N1-4(HMT),Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,-,-,-,No,
NC_014120.1,refseq,Plasmid,pBC201,489136,circular,18-MAY-2017,"Burkholderia sp. CCGE1002 plasmid pBC201, complete sequence",640511,Burkholderia sp. CCGE1002,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1002,MOBH,-,-,No,
NZ_LN906635.1,refseq,Plasmid,ATCC53608 Plasmid I,138515,circular,18-MAY-2017,"Lactobacillus reuteri plasmid p53608_1, complete genome, strain ATCC 53608",927703,Lactobacillus reuteri ATCC 53608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,-,-,-,No,
NZ_LN906636.1,refseq,Plasmid,ATCC53608 Plasmid II,9093,circular,18-MAY-2017,"Lactobacillus reuteri plasmid p53608_2, complete genome, strain ATCC 53608",927703,Lactobacillus reuteri ATCC 53608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,MOBP,-,-,No,
NC_014389.1,refseq,Plasmid,pCY360,361399,circular,18-MAY-2017,"Butyrivibrio proteoclasticus B316 plasmid pCY360, complete sequence",515622,Butyrivibrio proteoclasticus B316,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,MOBV;MOBV,-,-,No,
NC_014390.1,refseq,Plasmid,pCY186,186325,circular,18-MAY-2017,"Butyrivibrio proteoclasticus B316 plasmid pCY186, complete sequence",515622,Butyrivibrio proteoclasticus B316,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,-,-,-,No,
NC_017923.1,refseq,Plasmid,pKJ006,45361,circular,18-MAY-2017,"Burkholderia sp. KJ006 plasmid pKJ006, complete sequence",416344,Burkholderia sp. KJ006,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. KJ006,MOBP,-,-,No,
NC_009806.1,refseq,Plasmid,pKRAD01,182572,linear,18-MAY-2017,"Kineococcus radiotolerans SRS30216 plasmid pKRAD01, complete sequence",266940,Kineococcus radiotolerans SRS30216 = ATCC BAA-149,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,Kineococcus radiotolerans,-,-,-,No,
NC_009660.1,refseq,Plasmid,pKRAD02,12917,circular,18-MAY-2017,"Kineococcus radiotolerans SRS30216 plasmid pKRAD02, complete sequence",266940,Kineococcus radiotolerans SRS30216 = ATCC BAA-149,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,Kineococcus radiotolerans,-,-,-,No,
NC_014544.1,refseq,Plasmid,pLLO,71826,circular,18-MAY-2017,Legionella longbeachae NSW150 plasmid pLLO,661367,Legionella longbeachae NSW150,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella longbeachae,MOBF,-,-,No,
NC_018486.1,refseq,Plasmid,p01,171030,circular,18-MAY-2017,"Bacillus thuringiensis HD-771 plasmid p01, complete sequence",1218175,Bacillus thuringiensis HD-771,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_018501.1,refseq,Plasmid,p02,168999,circular,18-MAY-2017,"Bacillus thuringiensis HD-771 plasmid p02, complete sequence",1218175,Bacillus thuringiensis HD-771,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_018487.1,refseq,Plasmid,p03,69876,circular,18-MAY-2017,"Bacillus thuringiensis HD-771 plasmid p03, complete sequence",1218175,Bacillus thuringiensis HD-771,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_018488.1,refseq,Plasmid,p04,65470,circular,18-MAY-2017,"Bacillus thuringiensis HD-771 plasmid p04, complete sequence",1218175,Bacillus thuringiensis HD-771,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBP,rep12,rep12,No,
NC_018502.1,refseq,Plasmid,p05,45262,circular,18-MAY-2017,"Bacillus thuringiensis HD-771 plasmid p05, complete sequence",1218175,Bacillus thuringiensis HD-771,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_018489.1,refseq,Plasmid,p06,14056,circular,18-MAY-2017,"Bacillus thuringiensis HD-771 plasmid p06, complete sequence",1218175,Bacillus thuringiensis HD-771,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_018503.1,refseq,Plasmid,p07,9070,circular,18-MAY-2017,"Bacillus thuringiensis HD-771 plasmid p07, complete sequence",1218175,Bacillus thuringiensis HD-771,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_018490.1,refseq,Plasmid,p08,8574,circular,18-MAY-2017,"Bacillus thuringiensis HD-771 plasmid p08, complete sequence",1218175,Bacillus thuringiensis HD-771,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_015727.1,refseq,Plasmid,pBB1,1499175,circular,18-MAY-2017,"Cupriavidus necator N-1 plasmid pBB1, complete sequence",1042878,Cupriavidus necator N-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,-,-,-,No,
NC_015724.1,refseq,Plasmid,pBB2,424140,circular,18-MAY-2017,"Cupriavidus necator N-1 plasmid pBB2, complete sequence",1042878,Cupriavidus necator N-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,MOBH,-,-,No,
NC_010529.1,refseq,Plasmid,pRALTA,557200,circular,18-MAY-2017,"Cupriavidus taiwanensis str. LMG19424 plasmid pRALTA, complete genome",977880,Cupriavidus taiwanensis LMG 19424,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,MOBH,-,-,No,
NC_018516.1,refseq,Plasmid,p01,349599,circular,18-MAY-2017,"Bacillus thuringiensis HD-789 plasmid pBTHD789-1, complete sequence",1217737,Bacillus thuringiensis HD-789,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_018509.1,refseq,Plasmid,p02,235425,circular,18-MAY-2017,"Bacillus thuringiensis HD-789 plasmid pBTHD789-2, complete sequence",1217737,Bacillus thuringiensis HD-789,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_018510.1,refseq,Plasmid,p03,224872,circular,18-MAY-2017,"Bacillus thuringiensis HD-789 plasmid pBTHD789-3, complete sequence",1217737,Bacillus thuringiensis HD-789,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBC,-,-,No,
NC_018517.1,refseq,Plasmid,p04,14935,circular,18-MAY-2017,"Bacillus thuringiensis HD-789 plasmid pBTHD789-4, complete sequence",1217737,Bacillus thuringiensis HD-789,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_018511.1,refseq,Plasmid,p05,7697,circular,18-MAY-2017,"Bacillus thuringiensis HD-789 plasmid pBTHD789-5, complete sequence",1217737,Bacillus thuringiensis HD-789,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBV,-,-,No,
NC_018512.1,refseq,Plasmid,p06,6824,circular,18-MAY-2017,"Bacillus thuringiensis HD-789 plasmid pBTHD789-6, complete sequence",1217737,Bacillus thuringiensis HD-789,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBV,-,-,No,
NC_007974.2,refseq,Plasmid,megaplasmid,2580084,circular,18-MAY-2017,"Cupriavidus metallidurans CH34 megaplasmid, complete sequence",266264,Cupriavidus metallidurans CH34,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,-,-,-,No,
NC_007971.2,refseq,Plasmid,pMOL30,233720,circular,18-MAY-2017,"Cupriavidus metallidurans CH34 plasmid pMOL30, complete sequence",266264,Cupriavidus metallidurans CH34,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,-,-,-,No,
NC_007972.2,refseq,Plasmid,pMOL28,171459,circular,18-MAY-2017,"Cupriavidus metallidurans CH34 plasmid pMOL28, complete sequence",266264,Cupriavidus metallidurans CH34,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,MOBH,-,-,No,
NC_008598.1,refseq,Plasmid,pALH1,55939,circular,18-MAY-2017,"Bacillus thuringiensis str. Al Hakam, plasmid pALH1, complete sequence",412694,Bacillus thuringiensis str. Al Hakam,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_020050.1,refseq,Plasmid,pCYLST.01,431821,linear,18-MAY-2017,"Cylindrospermum stagnale PCC 7417 plasmid pCYLST.01, partial sequence",56107,Cylindrospermum stagnale PCC 7417,Bacteria,Cyanobacteria,-,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum stagnale,MOBP;MOBP,-,-,No,
NC_019744.1,refseq,Plasmid,pCYLST.02,154332,circular,18-MAY-2017,"Cylindrospermum stagnale PCC 7417 plasmid pCYLST.02, complete sequence",56107,Cylindrospermum stagnale PCC 7417,Bacteria,Cyanobacteria,-,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum stagnale,MOBP,-,-,No,
NC_019758.1,refseq,Plasmid,pCYLST.03,20876,circular,18-MAY-2017,"Cylindrospermum stagnale PCC 7417 plasmid pCYLST.03, complete sequence",56107,Cylindrospermum stagnale PCC 7417,Bacteria,Cyanobacteria,-,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum stagnale,-,-,-,No,
NC_010180.1,refseq,Plasmid,pBWB401,417054,circular,18-MAY-2017,"Bacillus weihenstephanensis KBAB4 plasmid pBWB401, complete genome",315730,Bacillus mycoides KBAB4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,-,-,-,No,
NC_010181.1,refseq,Plasmid,pBWB402,75107,circular,18-MAY-2017,"Bacillus weihenstephanensis KBAB4 plasmid pBWB402, complete genome",315730,Bacillus mycoides KBAB4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,-,rep3,-,No,
